バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
SINOBUZ,shuriken,NORMAL,4,,
SINOBUZ,shuriken,HYPER,6,573,NOTES
SINOBUZ,shuriken,ANOTHER,10,1298,NOTES
Rootage,Sidechained Threats,NORMAL,6,,
Rootage,Sidechained Threats,HYPER,8,,
Rootage,Sidechained Threats,ANOTHER,10,1238,NOTES
Rootage,SIGMA,NORMAL,5,,
Rootage,SIGMA,HYPER,8,,
Rootage,SIGMA,ANOTHER,10,1395,NOTES
SPADA,Sigmund,NORMAL,7,,
SPADA,Sigmund,HYPER,10,1228,NOTES
SPADA,Sigmund,ANOTHER,12,2029,NOTES
SPADA,Sigmund,LEGGENDARIA,12,2267,NOTES
HAPPY SKY,SigSig,BEGINNER,3,338,NOTES
HAPPY SKY,SigSig,NORMAL,5,,
HAPPY SKY,SigSig,HYPER,7,864,NOTES
HAPPY SKY,SigSig,ANOTHER,10,1309,CHORD
6th style,Silhoette of My Mind,NORMAL,4,,
6th style,Silhoette of My Mind,HYPER,6,403,PEAK
HEROIC VERSE,Silly Love,BEGINNER,1,131,PEAK
HEROIC VERSE,Silly Love,NORMAL,4,406,SOF-LAN
HEROIC VERSE,Silly Love,HYPER,8,716,PEAK
HEROIC VERSE,Silly Love,ANOTHER,10,1061,PEAK
CastHour,Silver Bullet,NORMAL,6,,
CastHour,Silver Bullet,HYPER,10,1044,SOF-LAN
CastHour,Silver Bullet,ANOTHER,12,1662,SOF-LAN
9th style,Silvia Drive,NORMAL,4,429,PEAK
9th style,Silvia Drive,HYPER,8,790,NOTES
9th style,Silvia Drive,ANOTHER,9,1049,NOTES
INFINITAS,sink into the dream,NORMAL,6,,
INFINITAS,sink into the dream,HYPER,8,,
INFINITAS,sink into the dream,ANOTHER,10,1060,PEAK
SINOBUZ,SINOBUZ Fantasy,NORMAL,6,,
SINOBUZ,SINOBUZ Fantasy,HYPER,9,867,PEAK
SINOBUZ,SINOBUZ Fantasy,ANOTHER,10,1228,CHORD
BISTROVER,Sinus Iridum,NORMAL,7,651,SOF-LAN
BISTROVER,Sinus Iridum,HYPER,11,1101,CHARGE
BISTROVER,Sinus Iridum,ANOTHER,12,1803,CHARGE
EPOLIS,Sirius,NORMAL,5,,
EPOLIS,Sirius,HYPER,9,850,NOTES
EPOLIS,Sirius,ANOTHER,12,1637,CHORD
Rootage,Six String Proof,NORMAL,5,,
Rootage,Six String Proof,HYPER,9,,
Rootage,Six String Proof,ANOTHER,11,1308,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,NORMAL,4,497,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,HYPER,7,739,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,ANOTHER,10,1176,NOTES
CastHour,Skreaming for Salvation,NORMAL,6,,
CastHour,Skreaming for Salvation,HYPER,10,1050,SCRATCH
CastHour,Skreaming for Salvation,ANOTHER,12,1625,PEAK
SINOBUZ,Sky High,BEGINNER,3,,
SINOBUZ,Sky High,NORMAL,6,,
SINOBUZ,Sky High,HYPER,10,1205,NOTES
SINOBUZ,Sky High,ANOTHER,12,1943,NOTES
3rd style,Skyscraper,NORMAL,4,,
3rd style,Skyscraper,HYPER,6,610,NOTES
3rd style,Skyscraper,ANOTHER,7,629,PEAK
CANNON BALLERS,Sleepless days,NORMAL,4,255,NOTES
CANNON BALLERS,Sleepless days,HYPER,6,456,NOTES
CANNON BALLERS,Sleepless days,ANOTHER,9,788,NOTES
CANNON BALLERS,Slipstream,NORMAL,5,546,PEAK
CANNON BALLERS,Slipstream,HYPER,9,1054,PEAK
CANNON BALLERS,Slipstream,ANOTHER,12,1822,PEAK
Pinky Crush,Slumber☆Party,NORMAL,5,,
Pinky Crush,Slumber☆Party,HYPER,8,904,NOTES
Pinky Crush,Slumber☆Party,ANOTHER,10,1166,CHORD
HEROIC VERSE,Smashing Wedge,NORMAL,5,,
HEROIC VERSE,Smashing Wedge,HYPER,10,1141,PEAK
HEROIC VERSE,Smashing Wedge,ANOTHER,12,1957,NOTES
GOLD,smile,NORMAL,7,744,NOTES
GOLD,smile,HYPER,9,1107,NOTES
GOLD,smile,ANOTHER,11,1464,CHORD
EMPRESS,smooooch・∀・,BEGINNER,2,199,PEAK
EMPRESS,smooooch・∀・,NORMAL,4,,
EMPRESS,smooooch・∀・,HYPER,8,830,NOTES
EMPRESS,smooooch・∀・,ANOTHER,10,1089,NOTES
EMPRESS,smooooch・∀・,LEGGENDARIA,11,1436,CHORD
BISTROVER,smooooch・∀・ (Snail's House Remix),NORMAL,5,,
BISTROVER,smooooch・∀・ (Snail's House Remix),HYPER,8,807,NOTES
BISTROVER,smooooch・∀・ (Snail's House Remix),ANOTHER,10,1193,NOTES
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),NORMAL,6,,
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),HYPER,9,,
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),ANOTHER,11,1334,NOTES
Lincle,Snake Stick,NORMAL,6,,
Lincle,Snake Stick,HYPER,10,1067,NOTES
Lincle,Snake Stick,ANOTHER,12,1447,SCRATCH
SINOBUZ,Snakey Kung-fu,NORMAL,6,,
SINOBUZ,Snakey Kung-fu,HYPER,10,1110,NOTES
SINOBUZ,Snakey Kung-fu,ANOTHER,12,1751,CHARGE
9th style,SNOW,NORMAL,5,534,NOTES
9th style,SNOW,HYPER,7,704,PEAK
9th style,SNOW,ANOTHER,10,1038,PEAK
Lincle,Snow Goose,BEGINNER,2,151,PEAK
Lincle,Snow Goose,NORMAL,3,188,NOTES
Lincle,Snow Goose,HYPER,8,,
Lincle,Snow Goose,ANOTHER,11,1238,NOTES
GOLD,snow storm,BEGINNER,1,118,PEAK
GOLD,snow storm,NORMAL,4,403,PEAK
GOLD,snow storm,HYPER,9,1173,NOTES
GOLD,snow storm,ANOTHER,10,1409,NOTES
GOLD,snow storm,LEGGENDARIA,12,1709,NOTES
DistorteD,So Fabulous !!,NORMAL,5,556,PEAK
DistorteD,So Fabulous !!,HYPER,8,784,PEAK
DistorteD,So Fabulous !!,ANOTHER,10,1191,PEAK
EPOLIS,So What,NORMAL,3,315,NOTES
EPOLIS,So What,HYPER,6,590,NOTES
EPOLIS,So What,ANOTHER,9,929,CHORD
tricoro,Sol Cosine Job 2,NORMAL,6,,
tricoro,Sol Cosine Job 2,HYPER,9,904,PEAK
tricoro,Sol Cosine Job 2,ANOTHER,12,1625,NOTES
EPOLIS,SOLAR ECLIPSE,NORMAL,7,762,SCRATCH
EPOLIS,SOLAR ECLIPSE,HYPER,10,1265,SCRATCH
EPOLIS,SOLAR ECLIPSE,ANOTHER,12,1893,NOTES
DJ TROOPERS,soldier's waltz,NORMAL,5,,
DJ TROOPERS,soldier's waltz,HYPER,9,,
DJ TROOPERS,soldier's waltz,ANOTHER,10,1200,CHORD
SIRIUS,SOLID STATE SQUAD,NORMAL,5,539,SCRATCH
SIRIUS,SOLID STATE SQUAD,HYPER,10,1188,PEAK
SIRIUS,SOLID STATE SQUAD,ANOTHER,12,1819,PEAK
SIRIUS,SOLID STATE SQUAD,LEGGENDARIA,12,1868,CHORD
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,NORMAL,6,,
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,HYPER,10,,
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,ANOTHER,12,1670,NOTES
CastHour,SOLID WYVERN,NORMAL,6,,
CastHour,SOLID WYVERN,HYPER,9,1010,NOTES
CastHour,SOLID WYVERN,ANOTHER,11,1333,NOTES
EMPRESS,SOLITON BEAM,NORMAL,6,,
EMPRESS,SOLITON BEAM,HYPER,9,1071,NOTES
EMPRESS,SOLITON BEAM,ANOTHER,10,1187,NOTES
6th style,SOMETHING WONDERFUL,NORMAL,6,471,PEAK
6th style,SOMETHING WONDERFUL,HYPER,8,,
6th style,SOMETHING WONDERFUL,ANOTHER,10,1003,PEAK
5th style,sometime,NORMAL,4,393,PEAK
5th style,sometime,HYPER,6,539,PEAK
5th style,sometime,ANOTHER,8,672,PEAK
RESIDENT,Somnidiscotheque,NORMAL,6,,
RESIDENT,Somnidiscotheque,HYPER,11,1053,PEAK
RESIDENT,Somnidiscotheque,ANOTHER,12,1776,CHARGE
SIRIUS,Sorrows,NORMAL,5,,
SIRIUS,Sorrows,HYPER,8,848,NOTES
SIRIUS,Sorrows,ANOTHER,10,1241,CHORD
CastHour,Souhait bleu,NORMAL,5,,
CastHour,Souhait bleu,HYPER,9,977,CHARGE
CastHour,Souhait bleu,ANOTHER,11,1407,CHARGE
DJ TROOPERS,SOUND OF GIALLARHORN,BEGINNER,2,257,PEAK
DJ TROOPERS,SOUND OF GIALLARHORN,NORMAL,6,,
DJ TROOPERS,SOUND OF GIALLARHORN,HYPER,10,1405,NOTES
DJ TROOPERS,SOUND OF GIALLARHORN,ANOTHER,11,1668,CHORD
PENDUAL,Sounds Of Summer,NORMAL,6,640,NOTES
PENDUAL,Sounds Of Summer,HYPER,10,1080,NOTES
PENDUAL,Sounds Of Summer,ANOTHER,12,1513,CHORD
2nd style,SP-TRIP MACHINE(for beatmania II),NORMAL,3,,
2nd style,SP-TRIP MACHINE(for beatmania II),HYPER,4,313,PEAK
2nd style,SP-TRIP MACHINE(for beatmania II),ANOTHER,4,324,PEAK
INFINITAS,Space Dog,NORMAL,2,167,NOTES
INFINITAS,Space Dog,HYPER,6,,
INFINITAS,Space Dog,ANOTHER,9,848,CHARGE
10th style,SPACE FIGHT,NORMAL,3,328,PEAK
10th style,SPACE FIGHT,HYPER,8,,
10th style,SPACE FIGHT,ANOTHER,11,1134,CHORD
Pinky Crush,Space In Time,NORMAL,6,,
Pinky Crush,Space In Time,HYPER,9,805,PEAK
Pinky Crush,Space In Time,ANOTHER,11,1047,CHARGE
PENDUAL,SpaceLand☆TOYBOX,NORMAL,6,552,NOTES
PENDUAL,SpaceLand☆TOYBOX,HYPER,9,,
PENDUAL,SpaceLand☆TOYBOX,ANOTHER,12,1501,NOTES
CastHour,SPARK IN THE NIGHT,NORMAL,4,,
CastHour,SPARK IN THE NIGHT,HYPER,8,734,PEAK
CastHour,SPARK IN THE NIGHT,ANOTHER,10,1149,NOTES
HEROIC VERSE,Sparkle Smilin',NORMAL,4,462,NOTES
HEROIC VERSE,Sparkle Smilin',HYPER,8,756,NOTES
HEROIC VERSE,Sparkle Smilin',ANOTHER,11,1243,NOTES
SIRIUS,Special One,NORMAL,5,435,PEAK
SIRIUS,Special One,HYPER,7,618,NOTES
SIRIUS,Special One,ANOTHER,9,895,NOTES
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,NORMAL,4,358,PEAK
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,HYPER,8,833,NOTES
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,ANOTHER,12,1509,NOTES
EPOLIS,Speculation,NORMAL,5,,
EPOLIS,Speculation,HYPER,9,,
EPOLIS,Speculation,ANOTHER,11,1530,CHORD
CANNON BALLERS,SPEED,NORMAL,5,,
CANNON BALLERS,SPEED,HYPER,8,,
CANNON BALLERS,SPEED,ANOTHER,10,1359,NOTES
CANNON BALLERS,SPEED DEMON,NORMAL,5,379,SCRATCH
CANNON BALLERS,SPEED DEMON,HYPER,8,736,NOTES
CANNON BALLERS,SPEED DEMON,ANOTHER,10,1198,SCRATCH
Rootage,SPEED ROCKER,NORMAL,4,464,PEAK
Rootage,SPEED ROCKER,HYPER,9,,
Rootage,SPEED ROCKER,ANOTHER,10,1175,PEAK
IIDX RED,Sphere,NORMAL,5,541,PEAK
IIDX RED,Sphere,HYPER,9,996,NOTES
IIDX RED,Sphere,ANOTHER,10,1111,PEAK
7th style,Spica,NORMAL,4,328,PEAK
7th style,Spica,HYPER,9,772,PEAK
7th style,Spica,ANOTHER,11,1167,PEAK
5th style,Spin the disc,NORMAL,5,409,SCRATCH
5th style,Spin the disc,HYPER,7,659,SCRATCH
5th style,Spin the disc,ANOTHER,8,674,SCRATCH
tricoro,Spinning Around,NORMAL,5,,
tricoro,Spinning Around,HYPER,7,,
tricoro,Spinning Around,ANOTHER,10,1161,CHARGE
IIDX RED,spiral galaxy,NORMAL,5,,
IIDX RED,spiral galaxy,HYPER,9,1061,NOTES
IIDX RED,spiral galaxy,ANOTHER,11,1310,NOTES
IIDX RED,spiral galaxy,LEGGENDARIA,12,1910,NOTES
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,NORMAL,5,,
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,HYPER,9,,
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,ANOTHER,10,1270,NOTES
INFINITAS,Spirit of the Beast,NORMAL,6,,
INFINITAS,Spirit of the Beast,HYPER,10,,
INFINITAS,Spirit of the Beast,ANOTHER,12,1942,NOTES
INFINITAS,squall,NORMAL,6,,
INFINITAS,squall,HYPER,9,923,NOTES
INFINITAS,squall,ANOTHER,11,1369,PEAK
SPADA,Squeeze,NORMAL,5,,
SPADA,Squeeze,HYPER,8,745,NOTES
SPADA,Squeeze,ANOTHER,11,1257,NOTES
RESIDENT,STAR BEAT,NORMAL,4,427,NOTES
RESIDENT,STAR BEAT,HYPER,8,880,NOTES
RESIDENT,STAR BEAT,ANOTHER,10,1230,NOTES
8th style,STAR DREAM,NORMAL,5,,
8th style,STAR DREAM,HYPER,7,,
8th style,STAR DREAM,ANOTHER,9,725,PEAK
Lincle,Star Trail,NORMAL,4,325,PEAK
Lincle,Star Trail,HYPER,7,,
Lincle,Star Trail,ANOTHER,10,942,PEAK
copula,STARLiGHT,NORMAL,5,,
copula,STARLiGHT,HYPER,9,944,SCRATCH
copula,STARLiGHT,ANOTHER,11,1413,CHORD
copula,STARLIGHT DANCEHALL,NORMAL,6,648,NOTES
copula,STARLIGHT DANCEHALL,HYPER,9,939,NOTES
copula,STARLIGHT DANCEHALL,ANOTHER,11,1342,CHORD
copula,STARLIGHT DANCEHALL,LEGGENDARIA,12,1712,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,NORMAL,4,454,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,HYPER,8,816,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,ANOTHER,10,1150,NOTES
4th style,starmine,BEGINNER,2,224,PEAK
4th style,starmine,NORMAL,5,456,NOTES
4th style,starmine,HYPER,8,719,NOTES
4th style,starmine,ANOTHER,9,800,NOTES
Rootage,Starry Night,NORMAL,4,,
Rootage,Starry Night,HYPER,7,,
Rootage,Starry Night,ANOTHER,10,1268,NOTES
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,NORMAL,5,,
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,HYPER,8,,
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,ANOTHER,9,1081,CHORD
DJ TROOPERS,State Of The Art,NORMAL,5,,
DJ TROOPERS,State Of The Art,HYPER,8,790,NOTES
DJ TROOPERS,State Of The Art,ANOTHER,11,1570,NOTES
CANNON BALLERS,Static State,NORMAL,6,,
CANNON BALLERS,Static State,HYPER,9,912,NOTES
CANNON BALLERS,Static State,ANOTHER,10,1218,PEAK
INFINITAS,STAY GOLD,NORMAL,5,,
INFINITAS,STAY GOLD,HYPER,9,,
INFINITAS,STAY GOLD,ANOTHER,12,1609,CHORD
Resort Anthem,Stay my side,NORMAL,4,325,PEAK
Resort Anthem,Stay my side,HYPER,6,541,PEAK
Resort Anthem,Stay my side,ANOTHER,8,678,PEAK
SINOBUZ,Steel Edge,NORMAL,5,,
SINOBUZ,Steel Edge,HYPER,8,759,NOTES
SINOBUZ,Steel Edge,ANOTHER,12,1604,CHARGE
DJ TROOPERS,STEEL NEEDLE,NORMAL,6,,
DJ TROOPERS,STEEL NEEDLE,HYPER,10,1121,NOTES
DJ TROOPERS,STEEL NEEDLE,ANOTHER,11,1269,PEAK
DJ TROOPERS,STEEL NEEDLE,LEGGENDARIA,12,1701,PEAK
SPADA,Stella Sinistra,NORMAL,3,,
SPADA,Stella Sinistra,HYPER,7,,
SPADA,Stella Sinistra,ANOTHER,11,1279,NOTES
Resort Anthem,STELLAR WIND,BEGINNER,2,194,PEAK
Resort Anthem,STELLAR WIND,NORMAL,4,322,NOTES
Resort Anthem,STELLAR WIND,HYPER,9,963,NOTES
Resort Anthem,STELLAR WIND,ANOTHER,11,1370,NOTES
CastHour,Stepper,NORMAL,4,,
CastHour,Stepper,HYPER,8,780,NOTES
CastHour,Stepper,ANOTHER,10,1105,NOTES
5th style,STILL IN MY HEART,NORMAL,5,517,PEAK
5th style,STILL IN MY HEART,HYPER,7,705,NOTES
5th style,STILL IN MY HEART,ANOTHER,9,971,PEAK
5th style,still my words,NORMAL,4,,
5th style,still my words,HYPER,6,619,PEAK
INFINITAS,Stleq,NORMAL,5,,
INFINITAS,Stleq,HYPER,9,,
INFINITAS,Stleq,ANOTHER,11,1372,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,NORMAL,6,565,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,HYPER,9,917,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,ANOTHER,11,1442,NOTES
RESIDENT,STRAIGHT TO THE STARS,NORMAL,5,,
RESIDENT,STRAIGHT TO THE STARS,HYPER,8,879,NOTES
RESIDENT,STRAIGHT TO THE STARS,ANOTHER,11,1506,NOTES
copula,StrayedCatz,NORMAL,6,,
copula,StrayedCatz,HYPER,10,1052,PEAK
copula,StrayedCatz,ANOTHER,12,1490,PEAK
tricoro,STULTI,NORMAL,5,,
tricoro,STULTI,HYPER,10,867,SOF-LAN
tricoro,STULTI,ANOTHER,12,1416,PEAK
RESIDENT,Stylus,NORMAL,6,627,NOTES
RESIDENT,Stylus,HYPER,9,993,NOTES
RESIDENT,Stylus,ANOTHER,11,1440,NOTES
EPOLIS,Submerge Serenade,NORMAL,5,,
EPOLIS,Submerge Serenade,HYPER,9,923,NOTES
EPOLIS,Submerge Serenade,ANOTHER,11,1486,NOTES
Sparkle Shower,Substance,NORMAL,5,,
Sparkle Shower,Substance,HYPER,8,890,SOF-LAN
Sparkle Shower,Substance,ANOTHER,11,1578,SOF-LAN
PENDUAL,subtractive,NORMAL,4,,
PENDUAL,subtractive,HYPER,7,,
PENDUAL,subtractive,ANOTHER,10,1059,SCRATCH
HEROIC VERSE,Sugar Drippin',NORMAL,4,391,PEAK
HEROIC VERSE,Sugar Drippin',HYPER,7,701,NOTES
HEROIC VERSE,Sugar Drippin',ANOTHER,9,1069,NOTES
Pinky Crush,SμG@R RU$#,NORMAL,7,728,NOTES
Pinky Crush,SμG@R RU$#,HYPER,10,1275,NOTES
Pinky Crush,SμG@R RU$#,ANOTHER,12,2037,NOTES
BISTROVER,Sugarplum,NORMAL,5,,
BISTROVER,Sugarplum,HYPER,8,938,NOTES
BISTROVER,Sugarplum,ANOTHER,10,1265,CHORD
6th style,Summer Vacation(CU mix),NORMAL,6,,
6th style,Summer Vacation(CU mix),HYPER,9,949,NOTES
RESIDENT,Summerblue,BEGINNER,2,186,PEAK
RESIDENT,Summerblue,NORMAL,5,,
RESIDENT,Summerblue,HYPER,8,886,NOTES
RESIDENT,Summerblue,ANOTHER,10,1232,NOTES
DistorteD,Sun Field,NORMAL,3,,
DistorteD,Sun Field,HYPER,8,777,NOTES
DistorteD,Sun Field,ANOTHER,11,1234,NOTES
RESIDENT,Sunny Day Vibes,NORMAL,5,,
RESIDENT,Sunny Day Vibes,HYPER,8,829,CHARGE
RESIDENT,Sunny Day Vibes,ANOTHER,10,1150,CHARGE
copula,Super Duper Racers,NORMAL,4,,
copula,Super Duper Racers,HYPER,8,821,NOTES
copula,Super Duper Racers,ANOTHER,10,1199,NOTES
RESIDENT,Super Freak,NORMAL,5,,
RESIDENT,Super Freak,HYPER,9,,
RESIDENT,Super Freak,ANOTHER,12,1754,NOTES
SINOBUZ,Super Rush,NORMAL,6,,
SINOBUZ,Super Rush,HYPER,9,953,PEAK
SINOBUZ,Super Rush,ANOTHER,12,1791,CHORD
SINOBUZ,Surf on the Light,NORMAL,4,399,SOF-LAN
SINOBUZ,Surf on the Light,HYPER,8,760,SOF-LAN
SINOBUZ,Surf on the Light,ANOTHER,10,1154,SOF-LAN
Resort Anthem,Survival Games,NORMAL,4,,
Resort Anthem,Survival Games,HYPER,7,,
Resort Anthem,Survival Games,ANOTHER,10,1091,NOTES
copula,SURVIVOR,NORMAL,4,363,PEAK
copula,SURVIVOR,HYPER,7,658,PEAK
copula,SURVIVOR,ANOTHER,9,1014,CHORD
RESIDENT,suspicions,NORMAL,6,,
RESIDENT,suspicions,HYPER,10,1174,NOTES
RESIDENT,suspicions,ANOTHER,12,1908,NOTES
BISTROVER,Swarm Of Scarabs,NORMAL,6,,
BISTROVER,Swarm Of Scarabs,HYPER,8,784,NOTES
BISTROVER,Swarm Of Scarabs,ANOTHER,11,1212,SCRATCH
4th style,SWEET LAB,NORMAL,3,,
4th style,SWEET LAB,HYPER,6,496,SCRATCH
4th style,SWEET LAB,ANOTHER,10,692,SCRATCH
PENDUAL,Sweet Radar,NORMAL,4,338,NOTES
PENDUAL,Sweet Radar,HYPER,7,689,NOTES
PENDUAL,Sweet Radar,ANOTHER,10,1020,CHORD
9th style,Sweet Sweet Magic,NORMAL,5,509,NOTES
9th style,Sweet Sweet Magic,HYPER,8,,
9th style,Sweet Sweet Magic,ANOTHER,10,1032,NOTES
9th style,SWEETEST SAVAGE,NORMAL,4,,
9th style,SWEETEST SAVAGE,HYPER,7,704,PEAK
9th style,SWEETEST SAVAGE,ANOTHER,11,930,SCRATCH
RESIDENT,Swing My Wonderland,NORMAL,5,,
RESIDENT,Swing My Wonderland,HYPER,9,1178,NOTES
RESIDENT,Swing My Wonderland,ANOTHER,11,1570,NOTES
EPOLIS,Sword of Vengeance,NORMAL,7,726,PEAK
EPOLIS,Sword of Vengeance,HYPER,10,,
EPOLIS,Sword of Vengeance,ANOTHER,12,1650,NOTES
PENDUAL,Symmetry,NORMAL,6,,
PENDUAL,Symmetry,HYPER,10,1082,PEAK
PENDUAL,Symmetry,ANOTHER,12,1659,NOTES
5th style,sync,NORMAL,6,,
5th style,sync,HYPER,8,982,NOTES
5th style,sync,ANOTHER,10,1204,PEAK
tricoro,SYNC-ANTHEM,NORMAL,5,481,NOTES
tricoro,SYNC-ANTHEM,HYPER,10,1279,NOTES
tricoro,SYNC-ANTHEM,ANOTHER,12,1865,NOTES
tricoro,Synergy For Angels,NORMAL,4,466,PEAK
tricoro,Synergy For Angels,HYPER,8,860,NOTES
tricoro,Synergy For Angels,ANOTHER,11,1400,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),NORMAL,7,712,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),HYPER,9,943,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),ANOTHER,12,1636,NOTES
CastHour,Tail Lights,NORMAL,5,,
CastHour,Tail Lights,HYPER,9,990,NOTES
CastHour,Tail Lights,ANOTHER,11,1589,NOTES
6th style,Take It Easy,NORMAL,7,760,NOTES
6th style,Take It Easy,HYPER,10,1229,NOTES
6th style,Take It Easy,ANOTHER,11,1282,CHORD
Resort Anthem,Take Me Higher,NORMAL,4,,
Resort Anthem,Take Me Higher,HYPER,8,,
Resort Anthem,Take Me Higher,ANOTHER,10,1202,NOTES
HEROIC VERSE,take me higher,NORMAL,4,414,PEAK
HEROIC VERSE,take me higher,HYPER,7,647,NOTES
HEROIC VERSE,take me higher,ANOTHER,10,1015,NOTES
3rd style,Tangerine Stream,NORMAL,2,141,PEAK
3rd style,Tangerine Stream,HYPER,3,198,PEAK
HAPPY SKY,tant pis pour toi,NORMAL,5,,
HAPPY SKY,tant pis pour toi,HYPER,8,,
HAPPY SKY,tant pis pour toi,ANOTHER,10,862,PEAK
Rootage,Technicolour Dreams,NORMAL,5,474,NOTES
Rootage,Technicolour Dreams,HYPER,8,722,NOTES
Rootage,Technicolour Dreams,ANOTHER,10,1202,CHORD
HEROIC VERSE,TECHNO Style Essentials,NORMAL,6,,
HEROIC VERSE,TECHNO Style Essentials,HYPER,9,833,PEAK
HEROIC VERSE,TECHNO Style Essentials,ANOTHER,12,1453,NOTES
RESIDENT,TECHNOPHOBIA,NORMAL,5,,
RESIDENT,TECHNOPHOBIA,HYPER,8,852,NOTES
RESIDENT,TECHNOPHOBIA,ANOTHER,12,1544,PEAK
BISTROVER,Tell me what you wish feat.らっぷびと,NORMAL,5,,
BISTROVER,Tell me what you wish feat.らっぷびと,HYPER,8,818,NOTES
BISTROVER,Tell me what you wish feat.らっぷびと,ANOTHER,11,1436,NOTES
CANNON BALLERS,Temple of Anubis,NORMAL,5,517,NOTES
CANNON BALLERS,Temple of Anubis,HYPER,8,781,PEAK
CANNON BALLERS,Temple of Anubis,ANOTHER,11,1345,CHORD
IIDX RED,TEXTURE,NORMAL,3,,
IIDX RED,TEXTURE,HYPER,5,,
IIDX RED,TEXTURE,ANOTHER,6,594,PEAK
EMPRESS,THANK YOU FOR PLAYING,NORMAL,5,,
EMPRESS,THANK YOU FOR PLAYING,HYPER,9,858,NOTES
EMPRESS,THANK YOU FOR PLAYING,ANOTHER,10,1090,PEAK
EMPRESS,THANK YOU FOR PLAYING,LEGGENDARIA,12,1534,NOTES
BISTROVER,That Feeling,NORMAL,4,,
BISTROVER,That Feeling,HYPER,8,629,PEAK
BISTROVER,That Feeling,ANOTHER,10,973,PEAK
INFINITAS,THE ANCIENT KING IS BACK,NORMAL,4,,
INFINITAS,THE ANCIENT KING IS BACK,HYPER,8,,
INFINITAS,THE ANCIENT KING IS BACK,ANOTHER,11,1350,CHORD
9th style,The Biggest Roaster,NORMAL,4,,
9th style,The Biggest Roaster,HYPER,6,,
9th style,The Biggest Roaster,ANOTHER,7,583,NOTES
Resort Anthem,THE BLACK KNIGHT,NORMAL,5,470,PEAK
Resort Anthem,THE BLACK KNIGHT,HYPER,10,1067,CHARGE
Resort Anthem,THE BLACK KNIGHT,ANOTHER,11,1488,CHARGE
HEROIC VERSE,THE BRAVE MUST DIE,NORMAL,6,,
HEROIC VERSE,THE BRAVE MUST DIE,HYPER,10,1283,NOTES
HEROIC VERSE,THE BRAVE MUST DIE,ANOTHER,12,2075,CHORD
CANNON BALLERS,THE CANNONBALLER,BEGINNER,2,244,PEAK
CANNON BALLERS,THE CANNONBALLER,NORMAL,6,770,NOTES
CANNON BALLERS,THE CANNONBALLER,HYPER,10,,
CANNON BALLERS,THE CANNONBALLER,ANOTHER,11,1748,NOTES
CANNON BALLERS,THE CANNONBALLER,LEGGENDARIA,12,2398,CHORD
CANNON BALLERS,The Chase,NORMAL,5,,
CANNON BALLERS,The Chase,HYPER,10,710,SCRATCH
CANNON BALLERS,The Chase,ANOTHER,12,1148,SCRATCH
RESIDENT,The Clown of 24stairs,NORMAL,6,,
RESIDENT,The Clown of 24stairs,HYPER,10,1146,NOTES
RESIDENT,The Clown of 24stairs,ANOTHER,12,1788,NOTES
SINOBUZ,The Commanders,NORMAL,5,,
SINOBUZ,The Commanders,HYPER,8,764,NOTES
SINOBUZ,The Commanders,ANOTHER,10,1227,CHORD
Rootage,THE DAY OF JUBILATIONS,NORMAL,7,794,NOTES
Rootage,THE DAY OF JUBILATIONS,HYPER,10,1234,NOTES
Rootage,THE DAY OF JUBILATIONS,ANOTHER,12,1757,NOTES
DJ TROOPERS,THE DEEP STRIKER,BEGINNER,2,274,PEAK
DJ TROOPERS,THE DEEP STRIKER,NORMAL,6,,
