バージョン,曲名,難易度,レベル,ノーツ数,ノーツレーダー属性
HAPPY SKY,Scripted Connection⇒ H mix,HYPER,10,1005,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,ANOTHER,11,1366,NOTES
HAPPY SKY,Scripted Connection⇒ H mix,LEGGENDARIA,12,,
HAPPY SKY,Scripted Connection⇒ N mix,NORMAL,6,,
HAPPY SKY,Scripted Connection⇒ N mix,HYPER,9,909,PEAK
HAPPY SKY,Scripted Connection⇒ N mix,ANOTHER,10,1179,PEAK
HAPPY SKY,Scripted Connection⇒ N mix,LEGGENDARIA,11,,
SINOBUZ,Seaside Labyrinth,NORMAL,4,330,PEAK
SINOBUZ,Seaside Labyrinth,HYPER,6,620,PEAK
SINOBUZ,Seaside Labyrinth,ANOTHER,9,972,PEAK
GOLD,Second Heaven,NORMAL,6,500,PEAK
GOLD,Second Heaven,HYPER,8,704,PEAK
GOLD,Second Heaven,ANOTHER,11,1069,PEAK
Pinky Crush,Secret Rouge,NORMAL,5,443,PEAK
Pinky Crush,Secret Rouge,HYPER,8,828,NOTES
Pinky Crush,Secret Rouge,ANOTHER,10,1189,CHORD
copula,SEITEN NO TERIYAKI,NORMAL,4,375,NOTES
copula,SEITEN NO TERIYAKI,HYPER,7,624,NOTES
copula,SEITEN NO TERIYAKI,ANOTHER,11,1128,PEAK
copula,SEITEN NO TERIYAKI,LEGGENDARIA,12,1720,PEAK
SINOBUZ,Seize the Day,NORMAL,5,393,PEAK
SINOBUZ,Seize the Day,HYPER,9,940,CHORD
SINOBUZ,Seize the Day,ANOTHER,11,,
SINOBUZ,Selfish Sweet,NORMAL,3,323,NOTES
SINOBUZ,Selfish Sweet,HYPER,6,496,PEAK
SINOBUZ,Selfish Sweet,ANOTHER,9,905,NOTES
copula,Sephirot,NORMAL,5,483,NOTES
copula,Sephirot,HYPER,8,842,PEAK
copula,Sephirot,ANOTHER,10,1161,NOTES
SINOBUZ,SEQUENCE CAT,NORMAL,6,640,NOTES
SINOBUZ,SEQUENCE CAT,HYPER,10,1333,NOTES
SINOBUZ,SEQUENCE CAT,ANOTHER,12,1985,CHORD
RESIDENT,Seraph,NORMAL,5,503,PEAK
RESIDENT,Seraph,HYPER,9,859,PEAK
RESIDENT,Seraph,ANOTHER,11,1234,PEAK
Lincle,Several Words,NORMAL,4,336,PEAK
Lincle,Several Words,HYPER,8,724,NOTES
Lincle,Several Words,ANOTHER,10,1108,CHARGE
Lincle,SHADE,NORMAL,5,609,PEAK
Lincle,SHADE,HYPER,10,1100,NOTES
Lincle,SHADE,ANOTHER,11,1372,PEAK
DJ TROOPERS,Shades of Grey,NORMAL,6,,
DJ TROOPERS,Shades of Grey,HYPER,9,731,NOTES
DJ TROOPERS,Shades of Grey,ANOTHER,10,998,PEAK
RESIDENT,Shadow World,NORMAL,4,510,PEAK
RESIDENT,Shadow World,HYPER,8,885,NOTES
RESIDENT,Shadow World,ANOTHER,11,,
RESIDENT,Shamshir,NORMAL,5,552,SCRATCH
RESIDENT,Shamshir,HYPER,8,749,SCRATCH
RESIDENT,Shamshir,ANOTHER,10,1129,SCRATCH
EPOLIS,Shapeshifter,NORMAL,6,574,NOTES
EPOLIS,Shapeshifter,HYPER,9,863,NOTES
EPOLIS,Shapeshifter,ANOTHER,11,1335,CHORD
SPADA,Shattered control,NORMAL,4,350,SCRATCH
SPADA,Shattered control,HYPER,8,,
SPADA,Shattered control,ANOTHER,10,1157,NOTES
SIRIUS,She is my wife,NORMAL,5,356,PEAK
SIRIUS,She is my wife,HYPER,9,795,PEAK
SIRIUS,She is my wife,ANOTHER,10,1020,PEAK
copula,SHELTER OF THE MIND,NORMAL,6,645,PEAK
copula,SHELTER OF THE MIND,HYPER,9,1037,PEAK
copula,SHELTER OF THE MIND,ANOTHER,11,1484,NOTES
DJ TROOPERS,SHIFT,NORMAL,5,,
DJ TROOPERS,SHIFT,HYPER,8,758,PEAK
DJ TROOPERS,SHIFT,ANOTHER,10,1044,PEAK
tricoro,Shining World,NORMAL,4,568,NOTES
tricoro,Shining World,HYPER,7,726,PEAK
tricoro,Shining World,ANOTHER,9,1296,CHORD
tricoro,SHION,NORMAL,4,393,PEAK
tricoro,SHION,HYPER,7,810,NOTES
tricoro,SHION,ANOTHER,11,1482,CHORD
HEROIC VERSE,Shiva,NORMAL,4,347,SCRATCH
HEROIC VERSE,Shiva,HYPER,8,726,NOTES
HEROIC VERSE,Shiva,ANOTHER,11,1040,PEAK
SINOBUZ,Shoot'Em All,NORMAL,3,,
SINOBUZ,Shoot'Em All,HYPER,8,855,PEAK
SINOBUZ,Shoot'Em All,ANOTHER,12,,
PENDUAL,Shooting Fireball,NORMAL,6,508,PEAK
PENDUAL,Shooting Fireball,HYPER,10,1148,PEAK
PENDUAL,Shooting Fireball,ANOTHER,12,1842,NOTES
Sparkle Shower,Shooting Star,NORMAL,4,425,NOTES
Sparkle Shower,Shooting Star,HYPER,7,738,NOTES
Sparkle Shower,Shooting Star,ANOTHER,10,1256,CHORD
10th style,SHOOTING STAR,NORMAL,6,624,NOTES
10th style,SHOOTING STAR,HYPER,9,858,NOTES
10th style,SHOOTING STAR,ANOTHER,11,1178,PEAK
Pinky Crush,Show Me All Your Love,NORMAL,5,581,NOTES
Pinky Crush,Show Me All Your Love,HYPER,9,1032,NOTES
Pinky Crush,Show Me All Your Love,ANOTHER,11,,
CANNON BALLERS,SHOX,NORMAL,7,588,NOTES
CANNON BALLERS,SHOX,HYPER,9,685,NOTES
CANNON BALLERS,SHOX,ANOTHER,11,,
SINOBUZ,shuriken,NORMAL,4,387,NOTES
SINOBUZ,shuriken,HYPER,8,660,NOTES
SINOBUZ,shuriken,ANOTHER,11,1321,NOTES
Rootage,Sidechained Threats,NORMAL,8,984,NOTES
Rootage,Sidechained Threats,HYPER,10,1216,NOTES
Rootage,Sidechained Threats,ANOTHER,11,,
Rootage,SIGMA,NORMAL,5,434,PEAK
Rootage,SIGMA,HYPER,9,911,NOTES
Rootage,SIGMA,ANOTHER,12,,
SPADA,Sigmund,NORMAL,7,778,NOTES
SPADA,Sigmund,HYPER,10,1341,NOTES
SPADA,Sigmund,ANOTHER,12,,
SPADA,Sigmund,LEGGENDARIA,12,2255,NOTES
HAPPY SKY,SigSig,NORMAL,5,552,PEAK
HAPPY SKY,SigSig,HYPER,7,884,NOTES
HAPPY SKY,SigSig,ANOTHER,11,,
6th style,Silhoette of My Mind,NORMAL,5,,
6th style,Silhoette of My Mind,HYPER,7,451,PEAK
HEROIC VERSE,Silly Love,NORMAL,4,401,SOF-LAN
HEROIC VERSE,Silly Love,HYPER,8,712,PEAK
HEROIC VERSE,Silly Love,ANOTHER,10,1051,PEAK
CastHour,Silver Bullet,NORMAL,6,614,SOF-LAN
CastHour,Silver Bullet,HYPER,10,1061,SOF-LAN
CastHour,Silver Bullet,ANOTHER,12,,
9th style,Silvia Drive,NORMAL,7,687,PEAK
9th style,Silvia Drive,HYPER,10,946,PEAK
9th style,Silvia Drive,ANOTHER,11,,
INFINITAS,sink into the dream,NORMAL,6,,
INFINITAS,sink into the dream,HYPER,8,718,NOTES
INFINITAS,sink into the dream,ANOTHER,10,1046,PEAK
SINOBUZ,SINOBUZ Fantasy,NORMAL,6,523,PEAK
SINOBUZ,SINOBUZ Fantasy,HYPER,9,904,PEAK
SINOBUZ,SINOBUZ Fantasy,ANOTHER,10,1206,CHORD
BISTROVER,Sinus Iridum,NORMAL,7,651,SOF-LAN
BISTROVER,Sinus Iridum,HYPER,11,,
BISTROVER,Sinus Iridum,ANOTHER,12,,
EPOLIS,Sirius,NORMAL,5,513,PEAK
EPOLIS,Sirius,HYPER,9,850,NOTES
EPOLIS,Sirius,ANOTHER,12,,
Rootage,Six String Proof,NORMAL,5,,
Rootage,Six String Proof,HYPER,9,845,PEAK
Rootage,Six String Proof,ANOTHER,11,,
HEROIC VERSE,Ska-sh All Neurons!!,NORMAL,4,502,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,HYPER,7,692,NOTES
HEROIC VERSE,Ska-sh All Neurons!!,ANOTHER,10,1139,NOTES
CastHour,Skreaming for Salvation,NORMAL,6,458,SCRATCH
CastHour,Skreaming for Salvation,HYPER,10,1070,SCRATCH
CastHour,Skreaming for Salvation,ANOTHER,12,,
SINOBUZ,Sky High,NORMAL,6,589,PEAK
SINOBUZ,Sky High,HYPER,10,1192,NOTES
SINOBUZ,Sky High,ANOTHER,12,,
3rd style,Skyscraper,NORMAL,4,413,PEAK
3rd style,Skyscraper,HYPER,7,628,NOTES
CANNON BALLERS,Sleepless days,NORMAL,4,,
CANNON BALLERS,Sleepless days,HYPER,6,455,NOTES
CANNON BALLERS,Sleepless days,ANOTHER,9,789,NOTES
CANNON BALLERS,Slipstream,NORMAL,5,566,PEAK
CANNON BALLERS,Slipstream,HYPER,9,1001,NOTES
CANNON BALLERS,Slipstream,ANOTHER,12,,
Pinky Crush,Slumber☆Party,NORMAL,5,500,PEAK
Pinky Crush,Slumber☆Party,HYPER,8,778,PEAK
Pinky Crush,Slumber☆Party,ANOTHER,11,,
HEROIC VERSE,Smashing Wedge,NORMAL,5,555,PEAK
HEROIC VERSE,Smashing Wedge,HYPER,10,1270,PEAK
HEROIC VERSE,Smashing Wedge,ANOTHER,12,,
GOLD,smile,NORMAL,7,766,PEAK
GOLD,smile,HYPER,9,1145,NOTES
GOLD,smile,ANOTHER,12,,
EMPRESS,smooooch・∀・,NORMAL,5,448,NOTES
EMPRESS,smooooch・∀・,HYPER,8,813,SCRATCH
EMPRESS,smooooch・∀・,ANOTHER,10,1166,NOTES
EMPRESS,smooooch・∀・,LEGGENDARIA,11,,
BISTROVER,smooooch・∀・ (Snail's House Remix),NORMAL,5,436,NOTES
BISTROVER,smooooch・∀・ (Snail's House Remix),HYPER,8,793,NOTES
BISTROVER,smooooch・∀・ (Snail's House Remix),ANOTHER,10,1180,NOTES
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),NORMAL,6,584,PEAK
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),HYPER,9,984,NOTES
SPADA,Smug Face -どうだ、オレの生き様は-(ONLY ONE EDITION),ANOTHER,11,,
Lincle,Snake Stick,NORMAL,6,,
Lincle,Snake Stick,HYPER,10,1108,SCRATCH
Lincle,Snake Stick,ANOTHER,12,,
SINOBUZ,Snakey Kung-fu,NORMAL,6,539,NOTES
SINOBUZ,Snakey Kung-fu,HYPER,10,1122,CHARGE
SINOBUZ,Snakey Kung-fu,ANOTHER,12,,
9th style,SNOW,NORMAL,5,598,PEAK
9th style,SNOW,HYPER,8,762,PEAK
9th style,SNOW,ANOTHER,10,1037,PEAK
Lincle,Snow Goose,NORMAL,4,239,NOTES
Lincle,Snow Goose,HYPER,9,1017,NOTES
Lincle,Snow Goose,ANOTHER,11,,
GOLD,snow storm,NORMAL,4,407,PEAK
GOLD,snow storm,HYPER,10,1173,NOTES
GOLD,snow storm,ANOTHER,12,,
DistorteD,So Fabulous !!,NORMAL,5,548,PEAK
DistorteD,So Fabulous !!,HYPER,9,853,PEAK
DistorteD,So Fabulous !!,ANOTHER,11,,
EPOLIS,So What,NORMAL,3,320,PEAK
EPOLIS,So What,HYPER,6,618,NOTES
EPOLIS,So What,ANOTHER,9,897,CHORD
tricoro,Sol Cosine Job 2,NORMAL,6,,
tricoro,Sol Cosine Job 2,HYPER,11,1294,PEAK
tricoro,Sol Cosine Job 2,ANOTHER,12,,
EPOLIS,SOLAR ECLIPSE,NORMAL,7,761,SCRATCH
EPOLIS,SOLAR ECLIPSE,HYPER,10,1276,NOTES
EPOLIS,SOLAR ECLIPSE,ANOTHER,12,,
DJ TROOPERS,soldier's waltz,NORMAL,4,428,SCRATCH
DJ TROOPERS,soldier's waltz,HYPER,9,767,PEAK
SIRIUS,SOLID STATE SQUAD,NORMAL,5,539,SCRATCH
SIRIUS,SOLID STATE SQUAD,HYPER,11,,
SIRIUS,SOLID STATE SQUAD,ANOTHER,12,,
SIRIUS,SOLID STATE SQUAD,LEGGENDARIA,12,2033,CHORD
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,NORMAL,6,,
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,HYPER,10,1167,PEAK
BISTROVER,SOLID STATE SQUAD -RISEN RELIC REMIX-,ANOTHER,12,,
CastHour,SOLID WYVERN,NORMAL,6,598,NOTES
CastHour,SOLID WYVERN,HYPER,9,995,NOTES
CastHour,SOLID WYVERN,ANOTHER,11,1280,NOTES
EMPRESS,SOLITON BEAM,NORMAL,7,710,NOTES
EMPRESS,SOLITON BEAM,HYPER,10,1138,NOTES
EMPRESS,SOLITON BEAM,ANOTHER,11,,
6th style,SOMETHING WONDERFUL,NORMAL,4,458,PEAK
6th style,SOMETHING WONDERFUL,HYPER,8,690,NOTES
6th style,SOMETHING WONDERFUL,ANOTHER,11,,
5th style,sometime,NORMAL,5,393,PEAK
5th style,sometime,HYPER,8,676,PEAK
5th style,sometime,ANOTHER,8,693,PEAK
RESIDENT,Somnidiscotheque,NORMAL,6,682,NOTES
RESIDENT,Somnidiscotheque,HYPER,10,1038,PEAK
RESIDENT,Somnidiscotheque,ANOTHER,12,,
SIRIUS,Sorrows,NORMAL,5,466,PEAK
SIRIUS,Sorrows,HYPER,8,880,PEAK
SIRIUS,Sorrows,ANOTHER,11,,
CastHour,Souhait bleu,NORMAL,5,467,PEAK
CastHour,Souhait bleu,HYPER,9,1007,CHARGE
CastHour,Souhait bleu,ANOTHER,11,1457,CHARGE
DJ TROOPERS,SOUND OF GIALLARHORN,NORMAL,6,,
DJ TROOPERS,SOUND OF GIALLARHORN,HYPER,9,1227,NOTES
DJ TROOPERS,SOUND OF GIALLARHORN,ANOTHER,10,1599,CHORD
PENDUAL,Sounds Of Summer,NORMAL,6,617,NOTES
PENDUAL,Sounds Of Summer,HYPER,9,1006,NOTES
PENDUAL,Sounds Of Summer,ANOTHER,12,1599,CHORD
2nd style,SP-TRIP MACHINE(for beatmania II),NORMAL,3,254,PEAK
2nd style,SP-TRIP MACHINE(for beatmania II),HYPER,5,311,PEAK
INFINITAS,Space Dog,NORMAL,2,,
INFINITAS,Space Dog,HYPER,6,,
INFINITAS,Space Dog,ANOTHER,9,853,CHARGE
10th style,SPACE FIGHT,NORMAL,6,519,PEAK
10th style,SPACE FIGHT,HYPER,8,765,PEAK
10th style,SPACE FIGHT,ANOTHER,11,,
Pinky Crush,Space In Time,NORMAL,6,443,PEAK
Pinky Crush,Space In Time,HYPER,9,813,PEAK
Pinky Crush,Space In Time,ANOTHER,11,,
PENDUAL,SpaceLand☆TOYBOX,NORMAL,6,585,NOTES
PENDUAL,SpaceLand☆TOYBOX,HYPER,9,951,NOTES
PENDUAL,SpaceLand☆TOYBOX,ANOTHER,12,,
CastHour,SPARK IN THE NIGHT,NORMAL,4,437,PEAK
CastHour,SPARK IN THE NIGHT,HYPER,8,705,PEAK
CastHour,SPARK IN THE NIGHT,ANOTHER,10,1118,NOTES
HEROIC VERSE,Sparkle Smilin',NORMAL,4,456,NOTES
HEROIC VERSE,Sparkle Smilin',HYPER,8,746,NOTES
HEROIC VERSE,Sparkle Smilin',ANOTHER,11,,
SIRIUS,Special One,NORMAL,5,415,NOTES
SIRIUS,Special One,HYPER,8,625,NOTES
SIRIUS,Special One,ANOTHER,9,900,NOTES
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,NORMAL,6,,
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,HYPER,10,1097,CHORD
Resort Anthem,SPECIAL SUMMER CAMPAIGN!,ANOTHER,12,,
EPOLIS,Speculation,NORMAL,5,,
EPOLIS,Speculation,HYPER,9,,
EPOLIS,Speculation,ANOTHER,11,,
CANNON BALLERS,SPEED,NORMAL,5,417,SCRATCH
CANNON BALLERS,SPEED,HYPER,8,798,SCRATCH
CANNON BALLERS,SPEED,ANOTHER,10,1252,NOTES
CANNON BALLERS,SPEED DEMON,NORMAL,5,422,SCRATCH
CANNON BALLERS,SPEED DEMON,HYPER,8,731,NOTES
CANNON BALLERS,SPEED DEMON,ANOTHER,11,,
Rootage,SPEED ROCKER,NORMAL,4,491,PEAK
Rootage,SPEED ROCKER,HYPER,9,874,PEAK
Rootage,SPEED ROCKER,ANOTHER,10,1214,PEAK
IIDX RED,Sphere,NORMAL,5,522,PEAK
IIDX RED,Sphere,HYPER,8,897,PEAK
IIDX RED,Sphere,ANOTHER,12,,
7th style,Spica,NORMAL,3,327,PEAK
7th style,Spica,HYPER,9,782,NOTES
7th style,Spica,ANOTHER,12,,
5th style,Spin the disc,NORMAL,7,618,NOTES
5th style,Spin the disc,HYPER,10,900,NOTES
tricoro,Spinning Around,NORMAL,4,448,NOTES
tricoro,Spinning Around,HYPER,8,859,NOTES
tricoro,Spinning Around,ANOTHER,10,1312,CHORD
IIDX RED,spiral galaxy,NORMAL,5,564,PEAK
IIDX RED,spiral galaxy,HYPER,9,1038,NOTES
IIDX RED,spiral galaxy,ANOTHER,10,1139,PEAK
IIDX RED,spiral galaxy,LEGGENDARIA,12,,
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,NORMAL,5,549,NOTES
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,HYPER,9,1087,NOTES
SIRIUS,spiral galaxy -L.E.D. STYLE SPREADING PARTICLE BEAM MIX-,ANOTHER,10,1270,NOTES
INFINITAS,Spirit of the Beast,NORMAL,6,,
INFINITAS,Spirit of the Beast,HYPER,10,1284,NOTES
INFINITAS,Spirit of the Beast,ANOTHER,12,,
INFINITAS,squall,NORMAL,6,596,NOTES
INFINITAS,squall,HYPER,9,943,NOTES
INFINITAS,squall,ANOTHER,11,,
SPADA,Squeeze,NORMAL,5,478,NOTES
SPADA,Squeeze,HYPER,8,854,PEAK
SPADA,Squeeze,ANOTHER,11,,
RESIDENT,STAR BEAT,NORMAL,4,446,NOTES
RESIDENT,STAR BEAT,HYPER,8,882,PEAK
RESIDENT,STAR BEAT,ANOTHER,10,1271,CHORD
8th style,STAR DREAM,NORMAL,7,592,PEAK
8th style,STAR DREAM,HYPER,8,731,PEAK
Lincle,Star Trail,NORMAL,4,376,PEAK
Lincle,Star Trail,HYPER,7,726,NOTES
Lincle,Star Trail,ANOTHER,10,1177,PEAK
copula,STARLiGHT,NORMAL,5,535,PEAK
copula,STARLiGHT,HYPER,9,954,NOTES
copula,STARLiGHT,ANOTHER,11,,
copula,STARLIGHT DANCEHALL,NORMAL,7,705,NOTES
copula,STARLIGHT DANCEHALL,HYPER,9,1007,NOTES
copula,STARLIGHT DANCEHALL,ANOTHER,11,1435,CHORD
copula,STARLIGHT DANCEHALL,LEGGENDARIA,12,,
CANNON BALLERS,STARLIGHT JUNCTION,NORMAL,4,415,NOTES
CANNON BALLERS,STARLIGHT JUNCTION,HYPER,8,791,PEAK
CANNON BALLERS,STARLIGHT JUNCTION,ANOTHER,10,1211,NOTES
4th style,starmine,NORMAL,5,566,SCRATCH
4th style,starmine,HYPER,8,796,PEAK
4th style,starmine,ANOTHER,12,1098,PEAK
Rootage,Starry Night,NORMAL,5,542,PEAK
Rootage,Starry Night,HYPER,8,926,NOTES
Rootage,Starry Night,ANOTHER,10,1254,PEAK
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,NORMAL,5,,
GOLD,STARS☆☆☆(Re-tuned by HΛL) - IIDX EDITION -,HYPER,7,875,NOTES
DJ TROOPERS,State Of The Art,NORMAL,6,541,NOTES
DJ TROOPERS,State Of The Art,HYPER,8,806,NOTES
DJ TROOPERS,State Of The Art,ANOTHER,12,1756,NOTES
CANNON BALLERS,Static State,NORMAL,6,521,NOTES
CANNON BALLERS,Static State,HYPER,9,882,NOTES
CANNON BALLERS,Static State,ANOTHER,10,1196,PEAK
INFINITAS,STAY GOLD,NORMAL,5,520,NOTES
INFINITAS,STAY GOLD,HYPER,9,935,PEAK
INFINITAS,STAY GOLD,ANOTHER,12,,
Resort Anthem,Stay my side,NORMAL,4,301,PEAK
Resort Anthem,Stay my side,HYPER,6,498,PEAK
Resort Anthem,Stay my side,ANOTHER,7,689,CHORD
SINOBUZ,Steel Edge,NORMAL,5,,
SINOBUZ,Steel Edge,HYPER,9,938,NOTES
SINOBUZ,Steel Edge,ANOTHER,11,1392,CHORD
DJ TROOPERS,STEEL NEEDLE,NORMAL,6,575,SCRATCH
DJ TROOPERS,STEEL NEEDLE,HYPER,10,1103,NOTES
DJ TROOPERS,STEEL NEEDLE,ANOTHER,11,1367,NOTES
DJ TROOPERS,STEEL NEEDLE,LEGGENDARIA,12,,
SPADA,Stella Sinistra,NORMAL,5,436,PEAK
SPADA,Stella Sinistra,HYPER,9,732,NOTES
SPADA,Stella Sinistra,ANOTHER,12,,
Resort Anthem,STELLAR WIND,NORMAL,5,,
Resort Anthem,STELLAR WIND,HYPER,9,930,PEAK
Resort Anthem,STELLAR WIND,ANOTHER,11,1373,PEAK
CastHour,Stepper,NORMAL,4,,
CastHour,Stepper,HYPER,8,783,NOTES
CastHour,Stepper,ANOTHER,10,1112,NOTES
5th style,STILL IN MY HEART,NORMAL,4,516,PEAK
5th style,STILL IN MY HEART,HYPER,6,705,NOTES
5th style,STILL IN MY HEART,ANOTHER,11,,
5th style,still my words,NORMAL,5,437,PEAK
5th style,still my words,HYPER,7,726,NOTES
INFINITAS,Stleq,NORMAL,5,,
INFINITAS,Stleq,HYPER,9,926,NOTES
INFINITAS,Stleq,ANOTHER,11,,
HEROIC VERSE,STOIC HYPOTHESIS,NORMAL,6,560,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,HYPER,9,919,NOTES
HEROIC VERSE,STOIC HYPOTHESIS,ANOTHER,11,1405,NOTES
RESIDENT,STRAIGHT TO THE STARS,NORMAL,5,486,NOTES
RESIDENT,STRAIGHT TO THE STARS,HYPER,8,857,NOTES
RESIDENT,STRAIGHT TO THE STARS,ANOTHER,11,,
copula,StrayedCatz,NORMAL,6,,
copula,StrayedCatz,HYPER,9,831,PEAK
copula,StrayedCatz,ANOTHER,12,1376,PEAK
tricoro,STULTI,NORMAL,5,494,SOF-LAN
tricoro,STULTI,HYPER,10,936,PEAK
tricoro,STULTI,ANOTHER,12,,
RESIDENT,Stylus,NORMAL,6,,
RESIDENT,Stylus,HYPER,10,1019,NOTES
RESIDENT,Stylus,ANOTHER,12,1741,NOTES
EPOLIS,Submerge Serenade,NORMAL,5,543,NOTES
EPOLIS,Submerge Serenade,HYPER,9,940,NOTES
EPOLIS,Submerge Serenade,ANOTHER,11,1565,NOTES
Sparkle Shower,Substance,NORMAL,5,596,SOF-LAN
Sparkle Shower,Substance,HYPER,8,813,SOF-LAN
Sparkle Shower,Substance,ANOTHER,11,,
PENDUAL,subtractive,NORMAL,4,409,SCRATCH
PENDUAL,subtractive,HYPER,7,721,NOTES
PENDUAL,subtractive,ANOTHER,10,,
HEROIC VERSE,Sugar Drippin',NORMAL,4,,
HEROIC VERSE,Sugar Drippin',HYPER,7,687,NOTES
HEROIC VERSE,Sugar Drippin',ANOTHER,10,1129,PEAK
Pinky Crush,SμG@R RU$#,NORMAL,7,732,PEAK
Pinky Crush,SμG@R RU$#,HYPER,10,1291,NOTES
Pinky Crush,SμG@R RU$#,ANOTHER,12,,
BISTROVER,Sugarplum,NORMAL,5,452,NOTES
BISTROVER,Sugarplum,HYPER,8,946,NOTES
BISTROVER,Sugarplum,ANOTHER,10,1297,CHORD
6th style,Summer Vacation(CU mix),NORMAL,9,984,NOTES
6th style,Summer Vacation(CU mix),HYPER,12,1328,NOTES
RESIDENT,Summerblue,NORMAL,5,552,NOTES
RESIDENT,Summerblue,HYPER,8,885,NOTES
RESIDENT,Summerblue,ANOTHER,10,1271,NOTES
DistorteD,Sun Field,NORMAL,5,449,SCRATCH
DistorteD,Sun Field,HYPER,9,856,NOTES
DistorteD,Sun Field,ANOTHER,11,1158,NOTES
RESIDENT,Sunny Day Vibes,NORMAL,6,562,PEAK
RESIDENT,Sunny Day Vibes,HYPER,9,930,CHARGE
RESIDENT,Sunny Day Vibes,ANOTHER,11,1211,CHARGE
copula,Super Duper Racers,NORMAL,5,499,NOTES
copula,Super Duper Racers,HYPER,8,830,NOTES
copula,Super Duper Racers,ANOTHER,10,1200,PEAK
RESIDENT,Super Freak,NORMAL,5,606,NOTES
RESIDENT,Super Freak,HYPER,9,,
RESIDENT,Super Freak,ANOTHER,12,,
SINOBUZ,Super Rush,NORMAL,6,574,NOTES
SINOBUZ,Super Rush,HYPER,9,1007,PEAK
SINOBUZ,Super Rush,ANOTHER,12,,
SINOBUZ,Surf on the Light,NORMAL,4,412,SOF-LAN
SINOBUZ,Surf on the Light,HYPER,8,880,SOF-LAN
SINOBUZ,Surf on the Light,ANOTHER,10,1198,CHORD
Resort Anthem,Survival Games,NORMAL,4,484,NOTES
Resort Anthem,Survival Games,HYPER,8,829,NOTES
Resort Anthem,Survival Games,ANOTHER,10,1195,NOTES
copula,SURVIVOR,NORMAL,5,494,PEAK
copula,SURVIVOR,HYPER,7,703,PEAK
copula,SURVIVOR,ANOTHER,10,1135,CHORD
RESIDENT,suspicions,NORMAL,6,666,NOTES
RESIDENT,suspicions,HYPER,10,1224,NOTES
RESIDENT,suspicions,ANOTHER,12,,
BISTROVER,Swarm Of Scarabs,NORMAL,6,532,NOTES
BISTROVER,Swarm Of Scarabs,HYPER,8,785,NOTES
BISTROVER,Swarm Of Scarabs,ANOTHER,11,,
4th style,SWEET LAB,NORMAL,6,445,SCRATCH
4th style,SWEET LAB,HYPER,10,674,PEAK
4th style,SWEET LAB,ANOTHER,12,719,PEAK
PENDUAL,Sweet Radar,NORMAL,4,345,PEAK
PENDUAL,Sweet Radar,HYPER,6,586,NOTES
PENDUAL,Sweet Radar,ANOTHER,10,1000,CHORD
9th style,Sweet Sweet Magic,NORMAL,5,,
9th style,Sweet Sweet Magic,HYPER,9,786,NOTES
9th style,Sweet Sweet Magic,ANOTHER,11,1055,NOTES
9th style,SWEETEST SAVAGE,NORMAL,6,551,NOTES
9th style,SWEETEST SAVAGE,HYPER,7,702,PEAK
9th style,SWEETEST SAVAGE,ANOTHER,11,,
RESIDENT,Swing My Wonderland,NORMAL,5,662,NOTES
RESIDENT,Swing My Wonderland,HYPER,9,1147,NOTES
RESIDENT,Swing My Wonderland,ANOTHER,11,,
EPOLIS,Sword of Vengeance,NORMAL,7,747,PEAK
EPOLIS,Sword of Vengeance,HYPER,10,1181,NOTES
EPOLIS,Sword of Vengeance,ANOTHER,12,,
PENDUAL,Symmetry,NORMAL,6,535,PEAK
PENDUAL,Symmetry,HYPER,9,1118,PEAK
PENDUAL,Symmetry,ANOTHER,11,1681,NOTES
5th style,sync,NORMAL,7,796,NOTES
5th style,sync,HYPER,9,1030,NOTES
5th style,sync,ANOTHER,11,1208,PEAK
tricoro,SYNC-ANTHEM,NORMAL,6,563,NOTES
tricoro,SYNC-ANTHEM,HYPER,10,1254,NOTES
tricoro,SYNC-ANTHEM,ANOTHER,12,1732,NOTES
tricoro,Synergy For Angels,NORMAL,4,469,PEAK
tricoro,Synergy For Angels,HYPER,8,850,NOTES
tricoro,Synergy For Angels,ANOTHER,11,1496,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),NORMAL,7,712,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),HYPER,9,909,NOTES
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),ANOTHER,12,,
CastHour,Tail Lights,NORMAL,5,594,NOTES
CastHour,Tail Lights,HYPER,9,977,NOTES
CastHour,Tail Lights,ANOTHER,11,,
6th style,Take It Easy,NORMAL,6,745,NOTES
